POS,Player,Mat,Inns,NO,Runs,HS,Avg,BF,SR,100,50,4s,6s,year
68,Ryan ten DoeschateKKR,6,5,2,61,38*,20.33,45,135.55,0,0,4,3,2015
69,Manoj TiwaryDC,5,3,1,57,32,28.50,56,101.78,0,0,8,1,2015
70,Piyush ChawlaKKR,13,8,4,54,22,13.50,47,114.89,0,0,5,2,2015
71,Ravichandran AshwinCSK,14,6,3,52,23,17.33,32,162.50,0,0,6,1,2015
72,Jagadeesha SuchithMI,13,6,5,48,34*,48.00,32,150.00,0,0,4,2,2015
73,Hanuma VihariSRH,5,4,0,39,16,9.75,35,111.42,0,0,6,0,2015
74,Manvinder BislaRCB,2,2,0,37,20,18.50,30,123.33,0,0,6,1,2015
75,Shakib Al HasanKKR,4,3,0,36,23,12.00,27,133.33,0,0,5,0,2015
76,Rishi DhawanPBKS,5,5,3,36,25*,18.00,33,109.09,0,0,2,2,2015
77,Gurkeerat Mann SinghPBKS,5,5,0,35,15,7.00,39,89.74,0,0,3,1,2015
78,Kane WilliamsonSRH,2,2,1,31,26*,31.00,27,114.81,0,0,1,1,2015
79,Johan BothaKKR,4,3,0,31,17,10.33,15,206.66,0,0,5,1,2015
80,Mitchell JohnsonPBKS,9,8,4,31,13*,7.75,36,86.11,0,0,1,1,2015
81,Umesh YadavKKR,12,4,3,29,24*,29.00,14,207.14,0,0,5,1,2015
82,Mohit SharmaCSK,16,6,3,28,21*,9.33,18,155.55,0,0,1,2,2015
83,Aaron FinchMI,3,3,1,23,10*,11.50,33,69.69,0,0,4,0,2015
84,Iqbal AbdullaRCB,5,2,0,20,20,10.00,18,111.11,0,0,4,0,2015
85,Dale SteynSRH,6,3,2,20,19*,20.00,13,153.84,0,0,3,0,2015
86,Nathan Coulter-NileDC,11,5,1,20,6,5.00,18,111.11,0,0,2,1,2015
87,Harshal PatelRCB,15,7,2,19,9*,3.80,12,158.33,0,0,0,2,2015
88,Anureet SinghPBKS,14,6,3,18,10,6.00,31,58.06,0,0,0,1,2015
89,Praveen KumarSRH,12,4,1,17,12,5.66,25,68.00,0,0,1,0,2015
90,Bhuvneshwar KumarSRH,14,3,2,17,11*,17.00,10,170.00,0,0,2,1,2015
91,Sean AbbottRCB,2,2,0,15,14,7.50,13,115.38,0,0,1,1,2015
92,Aditya TareMI,2,2,0,14,7,7.00,17,82.35,0,0,1,0,2015
93,Rilee RossouwRCB,2,2,0,14,14,7.00,10,140.00,0,0,1,1,2015
94,Darren SammyRCB,2,2,0,13,7,6.50,18,72.22,0,0,0,0,2015
95,Tim SoutheeRR,7,3,2,13,7*,13.00,9,144.44,0,0,1,0,2015
96,Mitchell McClenaghanMI,12,3,2,13,12*,13.00,6,216.66,0,0,0,2,2015
97,Thisara PereraPBKS,2,2,0,12,9,6.00,15,80.00,0,0,0,1,2015
98,Karanveer SinghPBKS,4,3,2,11,5*,11.00,16,68.75,0,0,1,0,2015
99,Mitchell StarcRCB,13,3,2,11,9*,11.00,14,78.57,0,0,1,0,2015
100,Abu NechimRCB,3,3,2,10,5*,10.00,5,200.00,0,0,2,0,2015
101,Sandeep SharmaPBKS,14,3,2,9,7,9.00,14,64.28,0,0,1,0,2015
102,Amit MishraDC,12,4,2,8,4,4.00,12,66.66,0,0,0,0,2015
103,Shardul ThakurPBKS,1,1,1,7,7*,0.00,6,116.66,0,0,1,0,2015
104,Ankit SharmaRR,4,2,1,7,7*,7.00,6,116.66,0,0,1,0,2015
105,Brad HoggKKR,6,2,1,7,5,7.00,6,116.66,0,0,0,0,2015
106,Azhar MahmoodKKR,1,1,0,6,6,6.00,7,85.71,0,0,1,0,2015
107,Varun AaronRCB,6,1,0,6,6,6.00,3,200.00,0,0,0,1,2015
108,Lasith MalingaMI,15,1,1,6,6*,0.00,10,60.00,0,0,1,0,2015
109,Imran TahirDC,10,2,1,5,3*,5.00,6,83.33,0,0,0,0,2015
110,Chidhambaram GautamDC,1,1,0,4,4,4.00,5,80.00,0,0,0,0,2015
111,Nic MaddinsonRCB,1,1,0,4,4,4.00,7,57.14,0,0,1,0,2015
112,Morne MorkelKKR,7,1,1,4,4*,0.00,3,133.33,0,0,0,0,2015
113,Dhawal KulkarniRR,11,2,0,4,3,2.00,11,36.36,0,0,0,0,2015
114,Pravin TambeRR,10,2,2,3,2*,0.00,5,60.00,0,0,0,0,2015
115,Parveez RasoolSRH,2,1,1,2,2*,0.00,2,100.00,0,0,0,0,2015
116,Ronit MoreCSK,2,1,1,2,2*,0.00,2,100.00,0,0,0,0,2015
117,Shahbaz NadeemDC,4,1,0,2,2,2.00,7,28.57,0,0,0,0,2015
118,Juan TheronRR,1,1,1,1,1*,0.00,1,100.00,0,0,0,0,2015
119,Shreyas GopalMI,1,1,1,1,1*,0.00,1,100.00,0,0,0,0,2015
120,Beuran HendricksPBKS,4,2,2,1,1*,0.00,2,50.00,0,0,0,0,2015
121,Bipul SharmaSRH,4,1,0,1,1,1.00,2,50.00,0,0,0,0,2015
122,Domnic JosephDC,6,2,1,1,1,1.00,3,33.33,0,0,0,0,2015
123,Yuzvendra ChahalRCB,15,2,2,1,1*,0.00,1,100.00,0,0,0,0,2015
124,Ashish NehraCSK,16,4,3,1,1*,1.00,7,14.28,0,0,0,0,2015
125,Rajat BhatiaRR,2,1,0,0,0*,0.00,1,0.00,0,0,0,0,2015
126,Pat CumminsKKR,3,1,0,0,0*,0.00,2,0.00,0,0,0,0,2015
127,Sreenath AravindRCB,5,1,1,0,0*,0.00,1,0.00,0,0,0,0,2015
128,Sunil NarineKKR,8,1,1,0,0*,0.00,1,0.00,0,0,0,0,2015
129,Vinay KumarMI,13,3,2,0,0*,0.00,2,0.00,0,0,0,0,2015
1,Robin UthappaKKR,16,16,1,660,83*,44.00,479,137.78,0,5,74,18,2014
2,Dwayne SmithCSK,16,16,0,566,79,35.37,416,136.05,0,5,50,34,2014
3,Glenn MaxwellPBKS,16,16,0,552,95,34.50,294,187.75,0,4,48,36,2014
4,David WarnerSRH,14,14,3,528,90,48.00,375,140.80,0,6,39,24,2014
5,Suresh RainaCSK,16,16,3,523,87,40.23,358,146.08,0,5,51,19,2014
6,Virender SehwagPBKS,17,17,0,455,122,26.76,315,144.44,1,1,56,18,2014
7,David MillerPBKS,16,16,6,446,66,44.60,299,149.16,0,3,34,21,2014
8,JP DuminyDC,14,14,6,410,67*,51.25,305,134.42,0,2,22,20,2014
9,Brendon McCullumCSK,14,14,1,405,71*,31.15,333,121.62,0,3,32,19,2014
10,Manish PandeyKKR,16,16,3,401,94,30.84,340,117.94,0,2,35,10,2014
11,AB de VilliersRCB,14,13,2,395,89*,35.90,249,158.63,0,3,26,24,2014
12,Lendl SimmonsMI,8,8,1,394,100*,56.28,291,135.39,1,3,43,14,2014
13,Rohit SharmaMI,15,15,2,390,59*,30.00,302,129.13,0,3,31,16,2014
14,Shikhar DhawanSRH,14,14,1,377,64*,29.00,319,118.18,0,2,49,7,2014
15,Yuvraj SinghRCB,14,14,3,376,83,34.18,278,135.25,0,3,22,28,2014
16,MS DhoniCSK,16,15,10,371,57*,74.20,250,148.40,0,1,22,20,2014
17,Wriddhiman SahaPBKS,17,13,2,362,115*,32.90,249,145.38,1,2,33,18,2014
18,Ambati RayuduMI,15,14,0,361,68,25.78,287,125.78,0,2,31,8,2014
19,Virat KohliRCB,14,14,1,359,73,27.61,294,122.10,0,2,23,16,2014
20,Ajinkya RahaneRR,13,12,0,339,72,28.25,291,116.49,0,3,38,3,2014
21,Sanju SamsonRR,13,13,0,339,74,26.07,273,124.17,0,2,25,17,2014
22,Gautam GambhirKKR,16,16,1,335,69,22.33,293,114.33,0,3,36,4,2014
23,Karun NairRR,11,11,1,330,73*,33.00,232,142.24,0,3,38,9,2014
24,Dinesh KarthikDC,14,14,0,325,69,23.21,258,125.96,0,3,28,11,2014
25,Manan VohraPBKS,8,8,0,324,67,40.50,233,139.05,0,1,27,16,2014
26,Aaron FinchSRH,13,13,2,309,88*,28.09,263,117.49,0,2,31,9,2014
27,Faf du PlessisCSK,15,12,1,303,54*,27.54,235,128.93,0,2,26,7,2014
28,Kevin PietersenDC,11,11,1,294,58,29.40,233,126.18,0,1,34,7,2014
29,Kieron PollardMI,15,15,7,273,78,34.12,203,134.48,0,1,15,15,2014
30,Yusuf PathanKKR,15,12,3,268,72,29.77,165,162.42,0,1,15,20,2014
31,Corey AndersonMI,12,11,2,265,95*,29.44,181,146.40,0,1,21,15,2014
32,George BaileyPBKS,17,16,7,257,40*,28.55,190,135.26,0,0,19,10,2014
33,Shane WatsonRR,13,13,1,240,51,20.00,196,122.44,0,2,19,14,2014
34,Naman OjhaSRH,11,10,4,232,79*,38.66,161,144.09,0,1,14,17,2014
35,Shakib Al HasanKKR,13,11,4,227,60,32.42,152,149.34,0,1,22,7,2014
36,Michael HusseyMI,9,9,0,209,56,23.22,182,114.83,0,2,17,7,2014
37,Murali VijayDC,11,11,0,207,52,18.81,192,107.81,0,1,20,5,2014
38,Parthiv PatelRCB,12,12,2,205,57*,20.50,185,110.81,0,1,30,1,2014
39,Chris GayleRCB,9,9,0,196,46,21.77,184,106.52,0,0,18,12,2014
40,James FaulknerRR,13,12,8,181,41*,45.25,94,192.55,0,0,8,16,2014
41,KL RahulSRH,11,8,0,166,46,20.75,164,101.21,0,0,12,3,2014
42,Suryakumar YadavKKR,16,10,5,164,34,32.80,117,140.17,0,0,16,5,2014
43,Quinton de KockDC,7,7,0,153,48,21.85,130,117.69,0,0,19,4,2014
44,Manoj TiwaryDC,8,8,3,152,61*,30.40,118,128.81,0,1,14,4,2014
45,Jacques KallisKKR,8,7,1,151,72,25.16,129,117.05,0,1,13,4,2014
46,Kedar JadhavDC,10,10,5,149,37,29.80,101,147.52,0,0,13,7,2014
47,Steve SmithRR,10,7,3,147,48*,36.75,110,133.63,0,0,13,4,2014
48,Ravindra JadejaCSK,16,10,5,146,36*,29.20,110,132.72,0,0,9,5,2014
49,Aditya TareMI,15,12,4,126,24,15.75,98,128.57,0,0,16,3,2014
50,Cheteshwar PujaraPBKS,6,6,1,125,40*,25.00,124,100.80,0,0,17,0,2014
51,Stuart BinnyRR,13,12,2,123,48*,12.30,121,101.65,0,0,4,5,2014
52,Chidhambaram GautamMI,9,9,2,121,33,17.28,111,109.00,0,0,13,5,2014
53,David HusseyCSK,5,4,2,116,50*,58.00,94,123.40,0,1,8,6,2014
54,Mayank AgarwalDC,8,8,0,115,31,14.37,91,126.37,0,0,12,3,2014
55,Darren SammySRH,10,9,2,108,29,15.42,91,118.68,0,0,4,8,2014
56,Yogesh TakawaleRCB,5,5,0,104,45,20.80,91,114.28,0,0,17,1,2014
57,Brad HodgeRR,4,4,1,101,40,33.66,72,140.27,0,0,4,6,2014
58,Mitchell StarcRCB,14,9,3,85,29,14.16,84,101.19,0,0,9,0,2014
59,Rishi DhawanPBKS,13,6,4,82,23*,41.00,75,109.33,0,0,8,1,2014
60,Sachin RanaRCB,9,7,4,73,19*,24.33,65,112.30,0,0,7,1,2014
61,Venugopal RaoSRH,7,5,2,71,27,23.66,63,112.69,0,0,8,0,2014
62,Shaun MarshPBKS,2,2,0,70,40,35.00,52,134.61,0,0,7,3,2014
63,Rajat BhatiaRR,12,7,2,67,23,13.40,53,126.41,0,0,4,3,2014
64,Axar PatelPBKS,17,8,2,62,42*,10.33,60,103.33,0,0,6,1,2014
65,Ross TaylorDC,4,4,1,59,43*,19.66,59,100.00,0,0,6,0,2014
66,Chris LynnKKR,2,2,0,58,45,29.00,49,118.36,0,0,5,3,2014
67,Mitchell JohnsonPBKS,14,8,5,56,16*,18.66,50,112.00,0,0,4,3,2014
68,Irfan PathanSRH,10,6,4,55,23*,27.50,54,101.85,0,0,5,0,2014
69,Ryan ten DoeschateKKR,10,7,3,52,25*,13.00,33,157.57,0,0,3,4,2014
70,Albie MorkelRCB,7,5,2,45,16,15.00,41,109.75,0,0,1,3,2014
71,Ravichandran AshwinCSK,16,6,3,45,14,15.00,45,100.00,0,0,4,0,2014
72,Abhishek NayarRR,5,4,1,43,23,14.33,47,91.48,0,0,5,1,2014
73,Jimmy NeeshamDC,4,3,0,42,22,14.00,46,91.30,0,0,3,1,2014
74,Karn SharmaSRH,14,8,4,42,17*,10.50,29,144.82,0,0,1,3,2014
75,Ben DunkMI,3,3,0,40,20,13.33,35,114.28,0,0,7,0,2014
76,Rilee RossouwRCB,3,3,0,39,24,13.00,41,95.12,0,0,2,2,2014
77,Kevon CooperRR,5,5,2,39,32,13.00,26,150.00,0,0,2,3,2014
78,Dhawal KulkarniRR,8,2,2,35,28*,0.00,25,140.00,0,0,1,2,2014
79,Varun AaronRCB,10,3,3,35,17*,0.00,34,102.94,0,0,2,1,2014
80,Mithun ManhasCSK,12,5,3,35,13*,17.50,23,152.17,0,0,3,1,2014
81,Ankit SharmaRR,3,2,0,34,30,17.00,30,113.33,0,0,4,1,2014
82,Laxmi Ratan ShuklaDC,5,3,0,31,21,10.33,38,81.57,0,0,2,1,2014
83,Piyush ChawlaKKR,11,5,2,31,17*,10.33,19,163.15,0,0,4,1,2014
84,Vijay ZolRCB,3,2,0,29,16,14.50,26,111.53,0,0,3,1,2014
85,Harbhajan SinghMI,14,7,2,28,10*,5.60,25,112.00,0,0,2,2,2014
86,Mandeep SinghPBKS,3,3,0,24,21,8.00,26,92.30,0,0,2,0,2014
87,Dale SteynSRH,14,4,1,22,12,7.33,26,84.61,0,0,1,0,2014
88,Rahul ShuklaDC,3,3,2,18,14,18.00,21,85.71,0,0,2,0,2014
89,Jason HolderSRH,1,1,0,16,16,16.00,12,133.33,0,0,2,1,2014
90,Nic MaddinsonRCB,2,2,0,16,12,8.00,14,114.28,0,0,3,0,2014
91,Rahul TewatiaRR,3,1,0,16,16,16.00,13,123.07,0,0,0,1,2014
92,Ravi RampaulRCB,2,1,0,13,13,13.00,13,100.00,0,0,0,1,2014
93,Harshal PatelRCB,3,3,1,13,6,6.50,7,185.71,0,0,1,1,2014
94,Shreyas GopalMI,4,1,0,11,11,11.00,10,110.00,0,0,1,0,2014
95,Sunil NarineKKR,16,5,3,10,6,5.00,14,71.42,0,0,0,0,2014
96,Moises HenriquesSRH,4,2,0,9,9,4.50,14,64.28,0,0,1,0,2014
97,Ben CuttingRR,1,1,0,8,8,8.00,6,133.33,0,0,0,1,2014
98,Dwayne BravoCSK,1,1,1,8,8*,0.00,3,266.66,0,0,0,1,2014
99,Imran TahirDC,6,2,0,8,4,4.00,10,80.00,0,0,2,0,2014
100,Zaheer KhanMI,6,4,3,8,7*,8.00,7,114.28,0,0,0,1,2014
101,Shahbaz NadeemDC,11,3,1,7,3*,3.50,19,36.84,0,0,0,0,2014
102,Shivam SharmaPBKS,4,2,1,5,4,5.00,3,166.66,0,0,1,0,2014
103,Pravin TambeRR,13,2,0,5,3,2.50,9,55.55,0,0,0,0,2014
104,Dishant YagnikRR,1,1,1,4,4*,0.00,6,66.66,0,0,0,0,2014
105,Tim SoutheeRR,3,1,0,4,4,4.00,4,100.00,0,0,1,0,2014
106,Abu NechimRCB,4,1,1,4,4*,0.00,1,400.00,0,0,1,0,2014
107,Ashok DindaRCB,9,3,2,4,2*,4.00,12,33.33,0,0,0,0,2014
108,Vinay KumarKKR,9,4,2,4,4,2.00,6,66.66,0,0,0,0,2014
109,Amit MishraSRH,10,2,1,4,4*,4.00,7,57.14,0,0,0,0,2014
110,Morne MorkelKKR,12,2,2,4,4*,0.00,3,133.33,0,0,0,0,2014
111,Manvinder BislaKKR,1,1,0,3,3,3.00,9,33.33,0,0,0,0,2014
112,Srikkanth AnirudhaSRH,1,1,0,3,3,3.00,5,60.00,0,0,0,0,2014
113,Mohammad ShamiDC,12,4,2,3,1*,1.50,7,42.85,0,0,0,0,2014
114,Unmukt ChandRR,1,1,0,2,2,2.00,9,22.22,0,0,0,0,2014
115,Andre RussellKKR,2,2,0,2,1,1.00,8,25.00,0,0,0,0,2014
116,Siddarth KaulDC,5,1,1,2,2*,0.00,2,100.00,0,0,0,0,2014
117,Wayne ParnellDC,8,2,1,2,2,2.00,2,100.00,0,0,0,0,2014
118,Lasith MalingaMI,10,1,0,2,2,2.00,4,50.00,0,0,0,0,2014
119,Sandeep SharmaPBKS,11,1,1,2,2*,0.00,5,40.00,0,0,0,0,2014
120,Umesh YadavKKR,12,1,0,2,2,2.00,4,50.00,0,0,0,0,2014
121,Marchant de LangeMI,1,1,0,1,1,1.00,2,50.00,0,0,0,0,2014
122,Vikramjeet MalikRR,1,1,1,1,1*,0.00,2,50.00,0,0,0,0,2014
123,Praveen KumarMI,3,1,0,1,1,1.00,2,50.00,0,0,0,0,2014
124,Karanveer SinghPBKS,5,1,1,1,1*,0.00,1,100.00,0,0,0,0,2014
125,Kane RichardsonRR,7,1,0,1,1,1.00,2,50.00,0,0,0,0,2014
126,Jaydev UnadkatDC,9,2,1,1,1*,1.00,6,16.66,0,0,0,0,2014
127,Lakshmipathy BalajiPBKS,9,2,1,1,1*,1.00,3,33.33,0,0,0,0,2014
128,Jasprit BumrahMI,11,2,2,1,1*,0.00,3,33.33,0,0,0,0,2014
129,Bhuvneshwar KumarSRH,14,2,1,1,1,1.00,4,25.00,0,0,0,0,2014
130,Yuzvendra ChahalRCB,14,2,2,1,1*,0.00,1,100.00,0,0,0,0,2014
131,Mohit SharmaCSK,16,1,1,1,1*,0.00,3,33.33,0,0,0,0,2014
132,Beuran HendricksPBKS,3,1,0,0,0*,0.00,1,0.00,0,0,0,0,2014
1,Michael HusseyCSK,17,17,3,733,95,52.35,566,129.50,0,6,81,17,2013
2,Chris GayleRCB,16,16,4,708,175*,59.00,453,156.29,1,4,57,51,2013
3,Virat KohliRCB,16,16,2,634,99,45.28,457,138.73,0,6,64,22,2013
4,Suresh RainaCSK,18,17,4,548,100*,42.15,365,150.13,1,4,50,18,2013
5,Shane WatsonRR,16,16,2,543,101,38.78,380,142.89,1,2,59,22,2013
6,Rohit SharmaMI,19,19,5,538,79*,38.42,409,131.54,0,4,35,28,2013
7,Dinesh KarthikMI,19,19,1,510,86,28.33,411,124.08,0,2,54,14,2013
8,Ajinkya RahaneRR,18,18,4,488,68*,34.85,458,106.55,0,4,42,11,2013
9,Rahul DravidRR,18,17,1,471,65,29.43,425,110.82,0,4,64,5,2013
10,MS DhoniCSK,18,16,5,461,67*,41.90,283,162.89,0,4,32,25,2013
11,Aaron FinchPWI,14,14,0,456,67,32.57,336,135.71,0,4,54,16,2013
12,Robin UthappaPWI,16,16,0,434,75,27.12,371,116.98,0,2,42,12,2013
13,Kieron PollardMI,18,18,8,420,66*,42.00,281,149.46,0,3,27,29,2013
14,David MillerPBKS,12,12,5,418,101*,59.71,254,164.56,1,3,28,24,2013
15,Dwayne SmithMI,13,13,0,418,68,32.15,341,122.58,0,4,40,19,2013
16,David WarnerDC,16,16,3,410,77,31.53,323,126.93,0,4,41,14,2013
17,Gautam GambhirKKR,16,16,0,406,60,25.37,343,118.36,0,4,51,5,2013
18,AB de VilliersRCB,14,14,4,360,64,36.00,219,164.38,0,2,34,15,2013
19,Yusuf PathanKKR,16,16,5,332,72,30.18,240,138.33,0,1,30,14,2013
20,Mahela JayawardenaDC,15,15,0,331,66,22.06,313,105.75,0,2,39,6,2013
21,Murali VijayCSK,15,15,1,312,55,22.28,286,109.09,0,2,27,8,2013
22,Shikhar DhawanSRH,10,10,2,311,73*,38.87,253,122.92,0,3,37,5,2013
23,Jacques KallisKKR,16,16,1,311,41,20.73,322,96.58,0,0,35,3,2013
24,Eoin MorganKKR,14,13,2,307,51,27.90,240,127.91,0,1,28,13,2013
25,Shaun MarshPBKS,8,8,0,300,77,37.50,249,120.48,0,3,39,4,2013
26,Virender SehwagDC,13,13,1,295,95*,24.58,233,126.60,0,1,41,6,2013
27,Adam GilchristPBKS,13,13,1,294,85*,24.50,229,128.38,0,1,41,6,2013
28,Parthiv PatelSRH,13,13,0,294,61,22.61,255,115.29,0,1,37,4,2013
29,Brad HodgeRR,17,14,7,293,54*,41.85,218,134.40,0,1,27,9,2013
30,Stuart BinnyRR,17,16,7,293,41*,32.55,199,147.23,0,0,25,12,2013
31,Sachin TendulkarMI,14,14,1,287,54,22.07,231,124.24,0,1,38,5,2013
32,Ambati RayuduMI,19,17,3,265,37,18.92,231,114.71,0,0,22,4,2013
33,Mandeep SinghPBKS,16,14,1,260,77*,20.00,223,116.59,0,1,36,0,2013
34,Manvinder BislaKKR,14,14,1,255,92,19.61,236,108.05,0,2,36,6,2013
35,Hanuma VihariSRH,17,17,3,241,46,17.21,278,86.69,0,0,17,1,2013
36,Yuvraj SinghPWI,13,13,1,238,34,19.83,190,125.26,0,0,14,15,2013
37,David HusseyPBKS,12,11,1,235,41,23.50,209,112.44,0,0,20,6,2013
38,Thisara PereraSRH,16,14,4,233,40,23.30,163,142.94,0,0,12,14,2013
39,Cameron WhiteSRH,13,13,1,209,52,17.41,191,109.42,0,1,18,7,2013
40,Sanju SamsonRR,11,10,2,206,63,25.75,178,115.73,0,1,19,5,2013
41,Ravindra JadejaCSK,18,14,6,201,38*,25.12,135,148.88,0,0,17,6,2013
42,Azhar MahmoodPBKS,11,10,0,196,80,19.60,154,127.27,0,2,22,5,2013
43,Ben RohrerDC,8,8,2,193,64*,32.16,140,137.85,0,1,21,5,2013
44,Darren SammySRH,10,9,3,174,60,29.00,132,131.81,0,1,11,10,2013
45,Angelo MathewsPWI,11,10,3,172,40,24.57,139,123.74,0,0,5,10,2013
46,Moises HenriquesRCB,10,9,5,165,44,41.25,125,132.00,0,0,20,3,2013
47,Manan VohraPBKS,12,10,2,161,43*,20.12,117,137.60,0,0,22,2,2013
48,Steve SmithPWI,7,7,3,159,41,39.75,132,120.45,0,0,15,4,2013
49,Unmukt ChandDC,9,9,0,158,41,17.55,158,100.00,0,0,17,4,2013
50,Kedar JadhavDC,12,10,3,152,31,21.71,124,122.58,0,0,8,5,2013
51,Manoj TiwaryKKR,10,9,1,146,33,18.25,140,104.28,0,0,12,1,2013
52,Irfan PathanDC,15,13,5,142,24,17.75,152,93.42,0,0,9,3,2013
53,Mitchell MarshPWI,9,8,1,140,38,20.00,106,132.07,0,0,6,10,2013
54,Manish PandeyPWI,7,7,1,136,66,22.66,137,99.27,0,1,11,3,2013
55,Manpreet JunejaDC,7,7,0,125,49,17.85,128,97.65,0,0,11,1,2013
56,Ashish ReddySRH,12,10,4,125,36*,20.83,89,140.44,0,0,8,5,2013
57,Dishant YagnikRR,12,9,1,125,34,15.62,96,130.20,0,0,17,2,2013
58,Subramaniam BadrinathCSK,18,8,1,124,34,17.71,121,102.47,0,0,11,0,2013
59,Aditya TareMI,5,5,0,123,59,24.60,84,146.42,0,1,14,5,2013
60,Biplap SamantraySRH,8,7,2,123,55,24.60,111,110.81,0,1,13,2,2013
61,Dwayne BravoCSK,18,12,4,121,23*,15.12,106,114.15,0,0,11,3,2013
62,Kumar SangakkaraSRH,9,9,0,120,28,13.33,136,88.23,0,0,13,0,2013
63,Harbhajan SinghMI,19,14,8,116,25*,19.33,79,146.83,0,0,12,5,2013
64,Rajagopal SathishPBKS,9,8,3,109,27*,21.80,77,141.55,0,0,9,5,2013
65,Saurabh TiwaryRCB,9,6,2,109,52,27.25,106,102.83,0,1,4,4,2013
66,Gurkeerat Mann SinghPBKS,11,9,1,108,31,13.50,95,113.68,0,0,10,3,2013
67,Luke WrightPWI,6,6,1,106,44,21.20,60,176.66,0,0,16,3,2013
68,Rajat BhatiaKKR,15,10,4,99,26*,16.50,80,123.75,0,0,8,3,2013
69,Cheteshwar PujaraRCB,4,4,0,92,51,23.00,99,92.92,0,1,14,0,2013
70,Akshath ReddySRH,7,7,0,91,27,13.00,101,90.09,0,0,9,0,2013
71,Amit MishraSRH,17,8,2,89,30,14.83,96,92.70,0,0,9,0,2013
72,Ryan ten DoeschateKKR,4,4,1,85,42,28.33,63,134.92,0,0,9,2,2013
73,Karn SharmaSRH,13,7,3,85,39*,21.25,86,98.83,0,0,6,2,2013
74,Tillakaratne DilshanRCB,5,5,0,76,33,15.20,93,81.72,0,0,12,0,2013
75,Debabrata DasKKR,10,6,1,75,23,15.00,74,101.35,0,0,5,5,2013
76,Wriddhiman SahaCSK,3,3,0,70,39,23.33,56,125.00,0,0,6,4,2013
77,Vinay KumarRCB,16,5,4,70,26*,70.00,44,159.09,0,0,6,3,2013
78,Mayank AgarwalRCB,5,5,0,67,29,13.40,62,108.06,0,0,6,3,2013
79,Abhishek NayarPWI,11,9,3,66,25*,11.00,73,90.41,0,0,5,0,2013
80,Piyush ChawlaPBKS,16,11,5,64,23,10.66,57,112.28,0,0,5,3,2013
81,Ross TaylorPWI,5,5,0,63,19,12.60,76,82.89,0,0,2,1,2013
82,Luke PomersbachPBKS,3,3,1,58,33*,29.00,59,98.30,0,0,5,1,2013
83,Morne MorkelDC,10,6,1,57,23*,11.40,29,196.55,0,0,6,3,2013
84,James FaulknerRR,16,9,4,57,19*,11.40,57,100.00,0,0,5,2,2013
85,Dale SteynSRH,17,8,6,53,18*,26.50,36,147.22,0,0,5,2,2013
86,Ricky PontingMI,6,5,0,52,28,10.40,75,69.33,0,0,3,1,2013
87,Tirumalasetti SumanPWI,7,5,0,52,23,10.40,58,89.65,0,0,8,0,2013
88,Bhuvneshwar KumarPWI,16,9,2,52,24*,7.42,71,73.23,0,0,3,1,2013
89,Praveen KumarPBKS,15,7,1,47,24,7.83,39,120.51,0,0,3,3,2013
90,Albie MorkelCSK,8,3,0,46,23,15.33,37,124.32,0,0,2,3,2013
91,Manpreet GonyPBKS,8,5,1,45,42,11.25,25,180.00,0,0,4,3,2013
92,Chidhambaram GautamDC,3,3,1,44,30,22.00,34,129.41,0,0,4,1,2013
93,Johan BothaDC,6,6,0,43,23,7.16,52,82.69,0,0,5,1,2013
94,Arun KarthikRCB,12,5,2,41,19*,13.66,38,107.89,0,0,3,1,2013
95,Kevon CooperRR,14,5,1,39,26,9.75,22,177.27,0,0,4,2,2013
96,Mitchell JohnsonMI,17,6,2,39,11,9.75,36,108.33,0,0,2,2,2013
97,Ravi RampaulRCB,10,6,2,38,23*,9.50,37,102.70,0,0,3,1,2013
98,Umesh YadavDC,16,8,7,38,12*,38.00,38,100.00,0,0,3,1,2013
99,Glenn MaxwellMI,3,3,1,36,23,18.00,27,133.33,0,0,1,4,2013
100,Ravichandran AshwinCSK,18,5,1,35,11*,8.75,49,71.42,0,0,4,0,2013
101,Kane RichardsonPWI,3,2,0,34,26,17.00,36,94.44,0,0,2,1,2013
102,Owais ShahRR,2,2,0,25,24,12.50,23,108.69,0,0,2,0,2013
103,Sumit NarwalKKR,2,1,0,23,23,23.00,15,153.33,0,0,4,0,2013
104,Jeevan MendisDC,3,3,0,23,12,7.66,27,85.18,0,0,0,0,2013
105,Roelof van der MerweDC,3,2,0,22,14,11.00,25,88.00,0,0,2,0,2013
106,Brett LeeKKR,3,2,1,21,16*,21.00,12,175.00,0,0,1,2,2013
107,Rishi DhawanMI,6,4,1,21,14,7.00,21,100.00,0,0,3,0,2013
108,Sunil NarineKKR,16,6,3,21,13,7.00,19,110.52,0,0,0,2,2013
109,KL RahulRCB,5,2,0,20,12,10.00,16,125.00,0,0,4,0,2013
110,Abhinav MukundRCB,1,1,0,19,19,19.00,21,90.47,0,0,1,0,2013
111,Bharat ChipliDC,1,1,0,16,16,16.00,18,88.88,0,0,1,1,2013
112,Dwaraka Ravi TejaSRH,2,2,1,14,10,14.00,17,82.35,0,0,0,0,2013
113,Kushal Janith PereraRR,2,2,0,14,14,7.00,13,107.69,0,0,3,0,2013
114,Shahbaz NadeemDC,12,6,1,14,6,2.80,27,51.85,0,0,1,0,2013
115,Chris MorrisCSK,16,6,4,14,7*,7.00,16,87.50,0,0,0,0,2013
